device,intf,description,ip_addr,shutdown,snmp_location
MID-BS-L3-XPressNEW-1,Ethernet3/47,,167.69.202.33/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet3/48,,167.69.202.57/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/6,To Mid-DS-L2-DataCenter-6,167.69.62.185/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/7,LoadBalance-2-NEW,167.69.13.73/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/8,Uplink to WIN-SS-L2-ZLA-2-New Port Ten1/0/47,167.69.8.93/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/11,to MID-RR-L2-PBX-1 - Te2/3,167.69.162.153/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/12,to MID-RR-L2-PBX-2 - Te2/3,167.69.162.157/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/13,,167.69.202.5/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/14,,167.69.202.21/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/15,,167.69.8.121/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/17,Uplink to Hadoop-2,167.69.202.85/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/19,Resolv-2,167.69.29.141/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/20,MID-SS-L3-WiFi-2,167.69.29.245/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/21,To UserNetwork BONE-1,10.8.144.13/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/23,To MID-SS-OFFICEEXTEND3-2--Te1/1/1,167.69.13.201/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/25,10G to Century Link CKT: P2P: 440433717  Support# 877-866-6515,167.69.9.93/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/35,To VPN-Inside-2,167.69.9.85/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/38,To Mid-SS-L2-OpenShift-2,167.69.62.137/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/39,To XPress77K-4,167.69.9.217/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/40,To MID-RR-L3-MAINFRAME-NEW-1 Eth 1/48,167.69.13.121/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/41,,167.69.13.170/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/43,To DataCenter-New-2,167.69.62.9/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/44,To DataCenter-New-4,167.69.62.25/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/45,10G to Verizon CKT: P2P: DWDM: W1B58345/jx-e5o-yo3-0009 Support# 800-444-1111,167.69.8.153/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/46,To New Nexus7706 Xpress2,167.69.9.105/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/47,,167.69.202.37/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,Ethernet4/48,XLink to XpressNew-2,167.69.202.61/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XPressNEW-1,loopback0,,167.69.145.52/32,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-EMUX-1,Vlan1,,167.69.44.130/24,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
LSV-ES-M1A-2,Loopback0,For Network Management,10.2.103.5/32,FALSE,"9900 Corporate Campus Drive, Louisville, KY, 40223 () () () (HCB Aetna) ( |)"
LSV-ES-M1A-2,TenGigabitEthernet1/1/1,Uplink #1,10.13.45.42/30,FALSE,"9900 Corporate Campus Drive, Louisville, KY, 40223 () () () (HCB Aetna) ( |)"
LSV-ES-M1A-2,TenGigabitEthernet2/1/1,Uplink #2,10.13.45.46/30,FALSE,"9900 Corporate Campus Drive, Louisville, KY, 40223 () () () (HCB Aetna) ( |)"
LSV-ES-M1A-2,Vlan1,User Network,10.167.5.1/24,FALSE,"9900 Corporate Campus Drive, Louisville, KY, 40223 () () () (HCB Aetna) ( |)"
LSV-ES-M1A-2,Vlan100,Voice,10.201.5.1/24,FALSE,"9900 Corporate Campus Drive, Louisville, KY, 40223 () () () (HCB Aetna) ( |)"
LSV-ES-M1A-3,Loopback0,For Network Management,10.2.103.6/32,FALSE,"9900 Corporate Campus Drive, Louisville, KY, 40223 () () () (HCB Aetna) ( |)"
LSV-ES-M1A-3,TenGigabitEthernet1/1/1,Uplink #1,10.13.45.50/30,FALSE,"9900 Corporate Campus Drive, Louisville, KY, 40223 () () () (HCB Aetna) ( |)"
LSV-ES-M1A-3,TenGigabitEthernet2/1/1,Uplink #2,10.13.45.54/30,FALSE,"9900 Corporate Campus Drive, Louisville, KY, 40223 () () () (HCB Aetna) ( |)"
LSV-ES-M1A-3,Vlan1,User Network,10.167.6.1/24,FALSE,"9900 Corporate Campus Drive, Louisville, KY, 40223 () () () (HCB Aetna) ( |)"
LSV-ES-M1A-3,Vlan100,Voice,10.201.6.1/24,FALSE,"9900 Corporate Campus Drive, Louisville, KY, 40223 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet1/1,To VxRail-1,167.69.52.221/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet1/2,Uplink to LightFarm2-1 Eth2/1,167.69.53.70/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet1/7,uplink to MID-RR-L2-MAINFRAME-1 Eth 2/4,167.69.53.185/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet1/13/1,To Surf-1 Eth4/41,167.69.82.25/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet1/14,Downlink to WIN-DC-2 port FO1/1/4,167.69.82.125/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet2/1,,167.69.53.5/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet2/2,Uplink to LightFarm2-2 Eth2/1,167.69.53.78/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet2/7,uplink to MID-RR-L2-MAINFRAME-2 Eth 2/4,167.69.53.189/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet2/13/1,To Surf-1 Eth4/41,167.69.82.29/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet2/14,Downlink to WIN-DC-4 port FO1/1/4,167.69.82.141/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet2/20,To MID-SS-L2-MarkLogix-2 Eth2/36,10.10.15.165/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet2/22,Downlink to WIN-DC-6 port FO1/1/4,167.69.82.157/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet5/1,,167.69.9.114/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet5/13,,10.12.1.29/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet5/47,,1.1.1.1/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet5/48,To XPressNEW-1,167.69.9.218/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet6/1,100G to AT&T CKT: P2P: UVN: ATCWDS1DS01-11021102  Support# 800-525-8754,167.69.10.237/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet6/2,To MID-SS-L2-DAAS-1-NEW Eth1/36,10.10.15.17/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet6/3,ACTMIDC-ACC-COHESITY-02 E2/36,167.69.82.173/31,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet6/5,To MID-CS-L3-FWIN-2 1/1,10.101.111.37/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet6/10,To MID-SS-L2-DAAS-2-NEW Eth1/36,10.10.15.33/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,Ethernet6/12,To WIN-XPress77k-3 Eth 6/12,10.10.14.86/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-4,loopback0,,167.69.145.176/32,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet1/1,To VxRail-1,167.69.52.217/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet1/2,Uplink to LightFarm2-1 Eth1/1,167.69.53.66/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet1/7,uplink to MID-RR-L2-MAINFRAME-1 Eth 2/1,167.69.53.177/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet1/13/1,To Surf-1 Eth4/30,167.69.82.17/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet1/14,Downlink to WIN-DC-2 port FO1/1/3,167.69.82.121/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet2/1,,167.69.53.1/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet2/2,Uplink to LightFarm2-2 Eth2/1,167.69.53.74/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet2/7,uplink to MID-RR-L2-MAINFRAME-2 Eth 2/1,167.69.53.181/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet2/13/1,To Surf-2 Eth4/30,167.69.82.21/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet2/14,Downlink to WIN-DC-4 port FO1/1/3,167.69.82.137/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet2/20,To MID-SS-L2-MarkLogix-1 Eth2/36,10.10.15.157/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet2/22,Downlink to WIN-DC-6 port FO1/1/3,167.69.82.153/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet5/1,,167.69.9.110/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet5/13,,10.12.1.13/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet5/48,To XPressNEW-1,167.69.9.214/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet6/1,100G to Verizon CKT: P2P: W1D60714  Support# 800-444-1111,167.69.10.233/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet6/2,To MID-SS-L2-DAAS-1-NEW Eth1/35,10.10.15.13/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet6/3,ACTMIDC-ACC-COHESITY-01 E2/36,167.69.82.165/31,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet6/5,To MID-CS-L3-FWIN-1 1/1,10.101.111.33/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet6/10,To MID-SS-L2-DAAS-2-NEW Eth1/35,10.10.15.29/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet6/11,To WIN-XPress77k-2 Eth 6/11,10.10.14.82/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,Ethernet6/12,To WIN-XPress77k-4 Eth 6/12,10.10.14.85/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-Xpress77k-3,loopback0,,167.69.145.175/32,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWCCL-2,port-channel1,***PEER KEEPALIVE LINK***,169.254.2.2/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWCCL-2,mgmt0,,167.69.220.140/25,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWCCL-2,loopback0,,10.2.2.253/32,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWIN-1,Vlan50,***Connected to FTD Cluster Chassis***,10.10.14.122/29,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWIN-1,port-channel10,***PEER KEEPALIVE LINK***,169.254.1.1/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWIN-1,Ethernet1/1,***Connected to MID-BS-L3-XPRESS77K-3***,10.101.111.34/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWIN-1,mgmt0,,167.69.220.137/25,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWIN-1,loopback0,***Inband MGMT***,10.2.2.248/32,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWIN-1,loopback1,***iBGP Peering***,10.2.2.249/32,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWOUT-1,Vlan10,***Connected to MID-WR-L2-CLOUDMPLS-1***,10.101.111.11/31,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWOUT-1,Vlan30,***Connected to MID-CS-L3-FWOUT-2***,10.101.111.16/31,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWOUT-1,Vlan40,***Connected to FTD Cluster Chassis***,10.10.14.114/29,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWOUT-1,port-channel10,***PEER KEEPALIVE LINK***,169.254.0.1/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWOUT-1,Ethernet1/4,ckt - CrownCastle 855-933-4237 // 384426-DFBR-CCF - Connected to WIN-CS-L2-FWOUT-1,10.101.111.2/31,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWOUT-1,mgmt0,,167.69.220.135/25,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWOUT-1,loopback0,***Inband MGMT***,10.2.2.246/32,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWCCL-1,port-channel1,***PEER KEEPALIVE LINK***,169.254.2.1/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWCCL-1,mgmt0,,167.69.220.139/25,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-CS-L3-FWCCL-1,loopback0,,10.2.2.252/32,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Vlan1,,167.69.205.3/25,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/1,To RIB2,167.69.202.62/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/2,Downlink to RTT,167.69.10.13/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/3,10G to Verizon CKT: P2P: DWDM: W1C32482 / jx-e5o-yo3-0016 Support# 800-444-1111,167.69.8.41/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/4,To Mid-DS-L2-DataCenter-5,167.69.62.181/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/5,,167.69.9.57/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/7,LoadBalance-1-NEW,167.69.13.69/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/8,Uplink to WIN-SS-L2-ZLA-1-New Port Ten1/0/48,167.69.8.65/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/9,MID-RR-L3-WAN-International-1,167.69.202.50/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/10,MID-RR-L3-WAN-International-2,167.69.202.54/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/11,To MID-RR-L2-PBX-1 - Te2/2,167.69.163.57/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/12,to MID-RR-L2-PBX-2 - Te2/2,167.69.163.61/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/13,,167.69.202.9/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/14,,167.69.202.25/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/15,Enclave1,167.69.8.9/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/16,Enclave2,167.69.8.17/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/17,Uplink to Hadoop-1,167.69.202.81/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/19,Resolv-1,167.69.29.137/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/20,MID-SS-L3-WiFi-1,167.69.29.169/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/21,To UserNetwork BONE-1,10.8.144.17/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/22,CagFarm-1 -Shut 3/2/25 Marquis,10.10.12.181/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/23,To MID-SS-L3-OFFICEEXTEND3-1--Te1/1/2,167.69.13.197/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/25,,167.69.11.81/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/27,To FFA-1,167.69.11.89/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/28,To FFA-2,167.69.11.97/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/29,To LightFarm2-1,167.69.11.105/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/30,To LightFarm2-2,167.69.11.113/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/31,To Surf-1,167.69.29.237/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/32,To Surf-1,167.69.29.241/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/33,Uplink to Mainframe-2,167.69.10.57/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/35,To VPN-Inside-1,167.69.9.81/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/37,To Mid-SS-L2-OpenShift-1,167.69.62.133/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/39,To XPress77K-1,167.69.9.221/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/40,To MID-RR-L3-MAINFRAME-NEW-2 Eth 1/47,167.69.13.117/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/41,,167.69.13.166/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/43,To DataCenter-New-1,167.69.62.5/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/44,To DataCenter-New-3,167.69.62.21/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/45,10G ATT UVN CKT: P2P: ATCMID1RS01-10040301,167.69.10.165/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/46,To New Nexus7706 Xpress3,167.69.9.109/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/47,,167.69.202.34/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet3/48,,167.69.202.58/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet4/6,To Mid-DS-L2-DataCenter-6,167.69.62.189/30,TRUE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
MID-BS-L3-XpressNEW-2,Ethernet4/7,LoadBalance-2-NEW,167.69.13.77/30,FALSE,"930 Middle Street, Middletown, CT, 06457 () () () (HCB Aetna) ( |)"
